datasetID	Species	SeqType	GeneSymbol	CellTissue	Description	Source	MainAccession	SubAccession	Assembly	CitationForShort	Citation	PubMedID	Title
SBDH115	Homo sapiens	PAR-CLIP	AGO1	HEK293	4-thiouridine, ML_MM_6	GEO	GSE43573	GSM1065667 	hg19	Memczak S, et al. Nature 2013	Memczak S, Jens M, Elefsinioti A, Torti F, Krueger J, Rybak A, Maier L, Mackowiak SD, Gregersen LH, Munschauer M, Loewer A, Ziebold U, Landthaler M, Kocks C, le Noble F, Rajewsky N. Circular RNAs are a large class of animal RNAs with regulatory potency. Nature. 2013 Mar 21;495(7441):333-8.	23446348	Circular RNAs are a large class of animal RNAs with regulatory potency
SBDH116	Homo sapiens	PAR-CLIP	AGO1	HEK293	4-thiouridine, ML_MM_7	GEO	GSE43573	GSM1065668	hg19	Memczak S, et al. Nature 2013	Memczak S, Jens M, Elefsinioti A, Torti F, Krueger J, Rybak A, Maier L, Mackowiak SD, Gregersen LH, Munschauer M, Loewer A, Ziebold U, Landthaler M, Kocks C, le Noble F, Rajewsky N. Circular RNAs are a large class of animal RNAs with regulatory potency. Nature. 2013 Mar 21;495(7441):333-8.	23446348	Circular RNAs are a large class of animal RNAs with regulatory potency
SBDH117	Homo sapiens	PAR-CLIP	AGO1	HEK293	4-thiouridine, ML_MM_8	GEO	GSE43573	GSM1065669	hg19	Memczak S, et al. Nature 2013	Memczak S, Jens M, Elefsinioti A, Torti F, Krueger J, Rybak A, Maier L, Mackowiak SD, Gregersen LH, Munschauer M, Loewer A, Ziebold U, Landthaler M, Kocks C, le Noble F, Rajewsky N. Circular RNAs are a large class of animal RNAs with regulatory potency. Nature. 2013 Mar 21;495(7441):333-8.	23446348	Circular RNAs are a large class of animal RNAs with regulatory potency
SBDH118	Homo sapiens	PAR-CLIP	AGO2	HEK293	4-thiouridine, 3_ML_LG	GEO	GSE43573	GSM1065670	hg19	Memczak S, et al. Nature 2013	Memczak S, Jens M, Elefsinioti A, Torti F, Krueger J, Rybak A, Maier L, Mackowiak SD, Gregersen LH, Munschauer M, Loewer A, Ziebold U, Landthaler M, Kocks C, le Noble F, Rajewsky N. Circular RNAs are a large class of animal RNAs with regulatory potency. Nature. 2013 Mar 21;495(7441):333-8.	23446348	Circular RNAs are a large class of animal RNAs with regulatory potency
SBDH119	Homo sapiens	PAR-CLIP	DKC1	HEK293	RNase T1	GEO	GSE43666	GSM1067866	hg19	Kishore S, et al. Genome Biol 2013	Kishore S, Gruber AR, Jedlinski DJ, Syed AP, Jorjani H, Zavolan M. Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing. Genome Biol 2013 May 26;14(5):R45	23706177	Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing
SBDH120	Homo sapiens	PAR-CLIP	FBL	HEK293	RNase T1	GEO	GSE43666	GSM1067864	hg19	Kishore S, et al. Genome Biol 2013	Kishore S, Gruber AR, Jedlinski DJ, Syed AP, Jorjani H, Zavolan M. Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing. Genome Biol 2013 May 26;14(5):R45	23706177	Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing
SBDH121	Homo sapiens	PAR-CLIP	FBL	HEK293	MNase	GEO	GSE43666	GSM1067865	hg19	Kishore S, et al. Genome Biol 2013	Kishore S, Gruber AR, Jedlinski DJ, Syed AP, Jorjani H, Zavolan M. Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing. Genome Biol 2013 May 26;14(5):R45	23706177	Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing
SBDH122	Homo sapiens	PAR-CLIP	NOP58	HEK293	repea 1, RNase T1	GEO	GSE43666	GSM1067861 	hg19	Kishore S, et al. Genome Biol 2013	Kishore S, Gruber AR, Jedlinski DJ, Syed AP, Jorjani H, Zavolan M. Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing. Genome Biol 2013 May 26;14(5):R45	23706177	Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing
SBDH123	Homo sapiens	PAR-CLIP	NOP58	HEK293	repea 2, RNase T1	GEO	GSE43666	GSM1067862	hg19	Kishore S, et al. Genome Biol 2013	Kishore S, Gruber AR, Jedlinski DJ, Syed AP, Jorjani H, Zavolan M. Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing. Genome Biol 2013 May 26;14(5):R45	23706177	Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing
SBDH124	Homo sapiens	PAR-CLIP	NOP56	HEK293	RNase T1	GEO	GSE43666	GSM1067863	hg19	Kishore S, et al. Genome Biol 2013	Kishore S, Gruber AR, Jedlinski DJ, Syed AP, Jorjani H, Zavolan M. Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing. Genome Biol 2013 May 26;14(5):R45	23706177	Insights into snoRNA biogenesis and processing from PAR-CLIP of snoRNA core proteins and small RNA sequencing
SBDH125	Homo sapiens	PAR-CLIP	AGO2	DG75-BCBL-1	DG75 and BCBL-1 cell line, 4-thiouracil, KSHV negative	GEO	GSE43909	GSE43909	hg19	Erhard F, et al. Genome Res 2014	Erhard F, Haas J, Lieber D, Malterer G et al. Widespread context dependency of microRNA-mediated regulation. Genome Res 2014 Jun;24(6):906-19	24668909	Widespread context dependency of microRNA-mediated regulation
SBDH126	Homo sapiens	HITS-CLIP	AGO2	HEK293S	arsenite, DNase and RNase A	GEO	GSE44376	GSE44376	hg19	Karginov FV, et al. Genes Dev 2013	Karginov FV, Hannon GJ. Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates. Genes Dev 2013 Jul 15;27(14):1624-32	23824327	Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates
SBDH127	Homo sapiens	HITS-CLIP	AGO2	HEK293S	no arsenite, DNase and RNase A	GEO	GSE44376	GSE44376	hg19	Karginov FV, et al. Genes Dev 2013	Karginov FV, Hannon GJ. Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates. Genes Dev 2013 Jul 15;27(14):1624-32	23824327	Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates
SBDH128	Homo sapiens	HITS-CLIP	AGO2	HEK293S	no emetine, AbnovaAb, DNase and RNase A	GEO	GSE44377	GSE44377	hg19	Karginov FV, et al. Genes Dev 2013	Karginov FV, Hannon GJ. Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates. Genes Dev 2013 Jul 15;27(14):1624-32	23824327	Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates
SBDH129	Homo sapiens	HITS-CLIP	AGO2	HEK293S	emetine, AbnovaAb, DNase and RNase A	GEO	GSE44377	GSE44377	hg19	Karginov FV, et al. Genes Dev 2013	Karginov FV, Hannon GJ. Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates. Genes Dev 2013 Jul 15;27(14):1624-32	23824327	Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates
SBDH130	Homo sapiens	HITS-CLIP	AGO2	HEK293S	no hippuristanol, AbnovaAb, DNase and RNase A	GEO	GSE44378	GSE44378	hg19	Karginov FV, et al. Genes Dev 2013	Karginov FV, Hannon GJ. Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates. Genes Dev 2013 Jul 15;27(14):1624-32	23824327	Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates
SBDH131	Homo sapiens	HITS-CLIP	AGO2	HEK293S	hippuristanol, AbnovaAb, DNase and RNase A	GEO	GSE44378	GSE44378	hg19	Karginov FV, et al. Genes Dev 2013	Karginov FV, Hannon GJ. Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates. Genes Dev 2013 Jul 15;27(14):1624-32	23824327	Remodeling of Ago2-mRNA interactions upon cellular stress reflects miRNA complementarity and correlates with altered translation rates
SBDH132	Homo sapiens	PAR-CLIP	LIN28A	HEK293	4-thiouridine, RNase T1	GEO	GSE44615	GSM1087848	hg19	Hafner M, et al. RNA 2013	Hafner M, Max KE, Bandaru P, Morozov P, Gerstberger S, Brown M, Molina H, Tuschl T. Identification of mRNAs bound and regulated by human LIN28 proteins and molecular requirements for RNA recognition. RNA. 2013 May;19(5):613-26.	23481595	Identification of mRNAs bound and regulated by human LIN28 proteins and molecular requirements for RNA recognition
SBDH133	Homo sapiens	PAR-CLIP	LIN28B	HEK293	4-thiouridine, RNase T1	GEO	GSE44615	GSE44615	hg19	Hafner M, et al. RNA 2013	Hafner M, Max KE, Bandaru P, Morozov P, Gerstberger S, Brown M, Molina H, Tuschl T. Identification of mRNAs bound and regulated by human LIN28 proteins and molecular requirements for RNA recognition. RNA. 2013 May;19(5):613-26.	23481595	Identification of mRNAs bound and regulated by human LIN28 proteins and molecular requirements for RNA recognition
SBDH134	Homo sapiens	PAR-CLIP	RBM10	HEK293T	monoclonal anti-FLAG, 4SU, RNase T1, repeat1	GEO	GSE44976	GSM1095142	hg19	Wang Y, et al. EMBO Mol Med 2013	Wang Y, Gogol-Döring A, Hu H, Fröhler S et al. Integrative analysis revealed the molecular mechanism underlying RBM10-mediated splicing regulation. EMBO Mol Med 2013 Sep;5(9):1431-42.	24000153	Integrative analysis revealed the molecular mechanism underlying RBM10-mediated splicing regulation
SBDH135	Homo sapiens	PAR-CLIP	RBM10	HEK293T	monoclonal anti-FLAG, 4SU, RNase T1, repeat2	GEO	GSE44976	GSM1095143	hg19	Wang Y, et al. EMBO Mol Med 2013	Wang Y, Gogol-Döring A, Hu H, Fröhler S et al. Integrative analysis revealed the molecular mechanism underlying RBM10-mediated splicing regulation. EMBO Mol Med 2013 Sep;5(9):1431-42.	24000153	Integrative analysis revealed the molecular mechanism underlying RBM10-mediated splicing regulation
SBDH136	Homo sapiens	PAR-CLIP	AGO2	LCL-BACD2	RNase T1	GEO	GSE46611	GSM1133252	hg19	Majoros WH, et al. Nat Methods 2013	Majoros WH, Lekprasert P, Mukherjee N, Skalsky RL et al. MicroRNA target site identification by integrating sequence and binding information. Nat Methods 2013 Jul;10(7):630-3	23708386	MicroRNA target site identification by integrating sequence and binding information
SBDH137	Homo sapiens	PAR-CLIP	METTL3	HeLa	repeat 1, 4-thiouridine and RNase T1	GEO	GSE46705	GSM1135006	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH138	Homo sapiens	PAR-CLIP	METTL3	HeLa	repeat 2, 4-thiouridine and RNase T1	GEO	GSE46705	GSM1135007	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH139	Homo sapiens	PAR-CLIP	METTL3	HeLa	repeat 1, 6-thioguanosine and RNase T1	GEO	GSE46705	GSM1135008	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH140	Homo sapiens	PAR-CLIP	METTL3	HeLa	repeat 2, 6-thioguanosine and RNase T1	GEO	GSE46705	GSM1135009	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH141	Homo sapiens	PAR-CLIP	METTL14	HeLa	repeat 1, 4-thiouridine and RNase T1	GEO	GSE46705	GSM1135010	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH142	Homo sapiens	PAR-CLIP	METTL14	HeLa	repeat 2, 4-thiouridine and RNase T1	GEO	GSE46705	GSM1135011	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH143	Homo sapiens	PAR-CLIP	METTL14	HeLa	repeat 1, 6-thioguanosine and RNase T1	GEO	GSE46705	GSM1135012	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH144	Homo sapiens	PAR-CLIP	METTL14	HeLa	repeat 2, 6-thioguanosine and RNase T1	GEO	GSE46705	GSM1135013	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH145	Homo sapiens	PAR-CLIP	WTAP	HeLa	repeat 1, 4-thiouridine and RNase T1	GEO	GSE46705	GSM1135014	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH146	Homo sapiens	PAR-CLIP	WTAP	HeLa	repeat 2, 4-thiouridine and RNase T1	GEO	GSE46705	GSM1135015	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH147	Homo sapiens	PAR-CLIP	WTAP	HeLa	repeat 1, 6-thioguanosine and RNase T1	GEO	GSE46705	GSM1135016	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH148	Homo sapiens	PAR-CLIP	WTAP	HeLa	repeat 2, 6-thioguanosine and RNase T1	GEO	GSE46705	GSM1135017	hg18	Liu J, et al. Nat Chem Biol 2014	Liu J, Yue Y, Han D, Wang X et al. A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation. Nat Chem Biol 2014 Feb;10(2):93-5	24316715	A METTL3-METTL14 complex mediates mammalian nuclear RNA N6-adenosine methylation
SBDH149	Homo sapiens	PAR-CLIP	LIN28B	HEK293	repeat 6, 4-thiouridine and RNase T1	GEO	GSE46908	GSM1140829	hg18	Graf R, et al. RNA Biol 2013	Graf R, Munschauer M, Mastrobuoni G, Mayr F et al. Identification of LIN28B-bound mRNAs reveals features of target recognition and regulation. RNA Biol 2013 Jul;10(7):1146-59	23770886	Identification of LIN28B-bound mRNAs reveals features of target recognition and regulation
SBDH150	Homo sapiens	PAR-CLIP	RC3H1	HEK293	100 μM 4SU or 6SG for 12 h, FLAG/HA-RC3H1 expressing	GEO	GSE47078	GSM1144507	hg18	Murakawa Y, et al. Nat Commun. 2015	Murakawa Y, Hinz M, Mothes J, Schuetz A, Uhl M, Wyler E, Yasuda T, Mastrobuoni G, Friedel CC, Dölken L, Kempa S, Schmidt-Supprian M, Blüthgen N, Backofen R, Heinemann U, Wolf J, Scheidereit C, Landthaler M. RC3H1 post-transcriptionally regulates A20 mRNA and modulates the activity of the IKK/NF-κB pathway. Nat Commun. 2015 Jul 14;6:7367.	26170170	RC3H1 post-transcriptionally regulates A20 mRNA and modulates the activity of the IKK/NF-κB pathway
SBDH151	Homo sapiens	HITS-CLIP	HNRNPL	CD4	resting, DNase and RNase T1	GEO	GSE47604	GSE47604	hg19	Shankarling G, et al. Mol Cell Biol 2014	Shankarling G, Cole BS, Mallory MJ, Lynch KW. Transcriptome-wide RNA interaction profiling reveals physical and functional targets of hnRNP L in human T cells. Mol Cell Biol 2014 Jan;34(1):71-83	24164894	Transcriptome-wide RNA interaction profiling reveals physical and functional targets of hnRNP L in human T cells
SBDH152	Homo sapiens	HITS-CLIP	HNRNPL	CD4	stimulated, DNase and RNase T1	GEO	GSE47604	GSE47604	hg19	Shankarling G, et al. Mol Cell Biol 2014	Shankarling G, Cole BS, Mallory MJ, Lynch KW. Transcriptome-wide RNA interaction profiling reveals physical and functional targets of hnRNP L in human T cells. Mol Cell Biol 2014 Jan;34(1):71-83	24164894	Transcriptome-wide RNA interaction profiling reveals physical and functional targets of hnRNP L in human T cells
SBDH153	Homo sapiens	HITS-CLIP	HNRNPL	JSL1	resting, DNase and RNase T1	GEO	GSE47604	GSE47604	hg19	Shankarling G, et al. Mol Cell Biol 2014	Shankarling G, Cole BS, Mallory MJ, Lynch KW. Transcriptome-wide RNA interaction profiling reveals physical and functional targets of hnRNP L in human T cells. Mol Cell Biol 2014 Jan;34(1):71-83	24164894	Transcriptome-wide RNA interaction profiling reveals physical and functional targets of hnRNP L in human T cells
SBDH154	Homo sapiens	HITS-CLIP	HNRNPL	JSL1	stimulated, 20ng/mL PMA for 60 hours, DNase and RNase T1	GEO	GSE47604	GSE47604	hg19	Shankarling G, et al. Mol Cell Biol 2014	Shankarling G, Cole BS, Mallory MJ, Lynch KW. Transcriptome-wide RNA interaction profiling reveals physical and functional targets of hnRNP L in human T cells. Mol Cell Biol 2014 Jan;34(1):71-83	24164894	Transcriptome-wide RNA interaction profiling reveals physical and functional targets of hnRNP L in human T cells
SBDH155	Homo sapiens	iCLIP	UPF1	HeLa	repeat 1, untreated	GEO	GSE47976	GSM1163973	hg19	Zünd D, et al. Nat Struct Mol Biol 2013	Zünd D, Gruber AR, Zavolan M, Mühlemann O. Translation-dependent displacement of UPF1 from coding sequences causes its enrichment in 3' UTRs. Nat Struct Mol Biol. 2013 Aug;20(8):936-43.	23832275	Translation-dependent displacement of UPF1 from coding sequences causes its enrichment in 3' UTRs
SBDH156	Homo sapiens	iCLIP	UPF1	HeLa	repeat 2, untreated	GEO	GSE47976	GSM1163974	hg19	Zünd D, et al. Nat Struct Mol Biol 2013	Zünd D, Gruber AR, Zavolan M, Mühlemann O. Translation-dependent displacement of UPF1 from coding sequences causes its enrichment in 3' UTRs. Nat Struct Mol Biol. 2013 Aug;20(8):936-43.	23832275	Translation-dependent displacement of UPF1 from coding sequences causes its enrichment in 3' UTRs
SBDH157	Homo sapiens	iCLIP	UPF1	HeLa	puromycoin	GEO	GSE47976	GSM1163975	hg19	Zünd D, et al. Nat Struct Mol Biol 2013	Zünd D, Gruber AR, Zavolan M, Mühlemann O. Translation-dependent displacement of UPF1 from coding sequences causes its enrichment in 3' UTRs. Nat Struct Mol Biol. 2013 Aug;20(8):936-43.	23832275	Translation-dependent displacement of UPF1 from coding sequences causes its enrichment in 3' UTRs
SBDH158	Homo sapiens	HITS-CLIP	EWSR1	HeLa	repeat 1, RNase I	GEO	GSE48065	GSM1167163	hg18	Paronetto MP, et al. Cell Rep 2014	Paronetto MP, Bernardis I, Volpe E, Bechara E et al. Regulation of FAS exon definition and apoptosis by the Ewing sarcoma protein. Cell Rep 2014 May 22;7(4):1211-26	24813895	Regulation of FAS exon definition and apoptosis by the Ewing sarcoma protein
SBDH159	Homo sapiens	HITS-CLIP	EWSR1	HeLa	repeat 2, RNase I	GEO	GSE48065	GSM1167164	hg18	Paronetto MP, et al. Cell Rep 2014	Paronetto MP, Bernardis I, Volpe E, Bechara E et al. Regulation of FAS exon definition and apoptosis by the Ewing sarcoma protein. Cell Rep 2014 May 22;7(4):1211-26	24813895	Regulation of FAS exon definition and apoptosis by the Ewing sarcoma protein
SBDH160	Homo sapiens	HITS-CLIP	RBM5	HeLa	repeat 1, RNase I	GEO	GSE48066	GSE48066	hg18	Bechara EG, et al. Mol Cell 2013	Bechara EG, Sebestyén E, Bernardis I, Eyras E et al. RBM5, 6, and 10 differentially regulate NUMB alternative splicing to control cancer cell proliferation. Mol Cell 2013 Dec 12;52(5):720-33	24332178	RBM5, 6, and 10 differentially regulate NUMB alternative splicing to control cancer cell proliferation
SBDH162	Homo sapiens	HITS-CLIP	RBM6	HeLa	repeat 1, RNase I	GEO	GSE48066	GSE48066	hg18	Bechara EG, et al. Mol Cell 2013	Bechara EG, Sebestyén E, Bernardis I, Eyras E et al. RBM5, 6, and 10 differentially regulate NUMB alternative splicing to control cancer cell proliferation. Mol Cell 2013 Dec 12;52(5):720-33	24332178	RBM5, 6, and 10 differentially regulate NUMB alternative splicing to control cancer cell proliferation
SBDH164	Homo sapiens	HITS-CLIP	RBM10	HeLa	repeat 1, RNase I	GEO	GSE48066	GSE48066	hg18	Bechara EG, et al. Mol Cell 2013	Bechara EG, Sebestyén E, Bernardis I, Eyras E et al. RBM5, 6, and 10 differentially regulate NUMB alternative splicing to control cancer cell proliferation. Mol Cell 2013 Dec 12;52(5):720-33	24332178	RBM5, 6, and 10 differentially regulate NUMB alternative splicing to control cancer cell proliferation
SBDH166	Homo sapiens	PAR-CLIP	MOV10	HEK293	repeat 2, 4-thiouridine and RNase T1	GEO	GSE48245	GSM1173263	hg18	Gregersen LH, et al. Mol Cell 2014	Gregersen LH, Schueler M, Munschauer M, Mastrobuoni G et al. MOV10 Is a 5' to 3' RNA helicase contributing to UPF1 mRNA target degradation by translocation along 3' UTRs. Mol Cell 2014 May 22;54(4):573-85	24726324	MOV10 Is a 5' to 3' RNA helicase contributing to UPF1 mRNA target degradation by translocation along 3' UTRs
SBDH167	Homo sapiens	PAR-CLIP	MOV10	HEK293	repeat 2, mutant motif I, 4-thiouridine and RNase T1	GEO	GSE48245	GSM1173264	hg18	Gregersen LH, et al. Mol Cell 2014	Gregersen LH, Schueler M, Munschauer M, Mastrobuoni G et al. MOV10 Is a 5' to 3' RNA helicase contributing to UPF1 mRNA target degradation by translocation along 3' UTRs. Mol Cell 2014 May 22;54(4):573-85	24726324	MOV10 Is a 5' to 3' RNA helicase contributing to UPF1 mRNA target degradation by translocation along 3' UTRs
SBDH168	Homo sapiens	PAR-CLIP	MOV10	HEK293	repeat 2, mutant motif II, 4-thiouridine and RNase T1	GEO	GSE48245	GSM1173265	hg18	Gregersen LH, et al. Mol Cell 2014	Gregersen LH, Schueler M, Munschauer M, Mastrobuoni G et al. MOV10 Is a 5' to 3' RNA helicase contributing to UPF1 mRNA target degradation by translocation along 3' UTRs. Mol Cell 2014 May 22;54(4):573-85	24726324	MOV10 Is a 5' to 3' RNA helicase contributing to UPF1 mRNA target degradation by translocation along 3' UTRs
SBDH169	Homo sapiens	PAR-CLIP	UPF1	HEK293	repeat 2, 4-thiouridine and RNase T1	GEO	GSE48245	GSM1173266	hg18	Gregersen LH, et al. Mol Cell 2014	Gregersen LH, Schueler M, Munschauer M, Mastrobuoni G et al. MOV10 Is a 5' to 3' RNA helicase contributing to UPF1 mRNA target degradation by translocation along 3' UTRs. Mol Cell 2014 May 22;54(4):573-85	24726324	MOV10 Is a 5' to 3' RNA helicase contributing to UPF1 mRNA target degradation by translocation along 3' UTRs
SBDH170	Homo sapiens	PAR-CLIP	YTHDF2	HeLa	4-thiouracil, RNase T1	GEO	GSE49339	GSE49339	hg19	Wang X, et al. Nature 2014	Wang X, Lu Z, Gomez A, Hon GC et al. N6-methyladenosine-dependent regulation of messenger RNA stability. Nature 2014 Jan 2;505(7481):117-20	24284625	N6-methyladenosine-dependent regulation of messenger RNA stability
SBDH171	Homo sapiens	HITS-CLIP	TARBP2	MDA-LM2	RNase A	GEO	GSE49648	GSE49648	hg19	Goodarzi H, et al. Nature 2014	Goodarzi H, Zhang S, Buss CG, Fish L et al. Metastasis-suppressor transcript destabilization through TARBP2 binding of mRNA hairpins. Nature 2014 Jul 9	25043050	Metastasis-suppressor transcript destabilization through TARBP2 binding of mRNA hairpins
SBDH173	Homo sapiens	iCLIP	MOV10	HEK293F	MOV10 overexpression	GEO	GSE50499	GSE50499	hg19	Kenny PJ, et al. Cell Rep. 2014	Kenny PJ, Zhou H, Kim M, Skariah G, Khetani RS, Drnevich J, Arcila ML, Kosik KS, Ceman S. MOV10 and FMRP Regulate AGO2 Association with MicroRNA Recognition Elements. Cell Rep. 2014 Dec 11;9(5):1729-41.	25464849	MOV10 and FMRP Regulate AGO2 Association with MicroRNA Recognition Elements
SBDH174	Homo sapiens	PAR-CLIP	METTL3	HEK293T	METTL3 overexpressed, Embryonic kidney, Myc METTL3 IP	GEO	GSE50580	GSM1223896 	hg19	Ping XL, et al. Cell Res 2014	Ping XL, Sun BF, Wang L, Xiao W et al. Mammalian WTAP is a regulatory subunit of the RNA N6-methyladenosine methyltransferase. Cell Res 2014 Feb;24(2):177-89.	24407421	Mammalian WTAP is a regulatory subunit of the RNA N6-methyladenosine methyltransferase
SBDH175	Homo sapiens	PAR-CLIP	WTAP	HEK293T	WTAP overexpressed, Embryonic kidney	GEO	GSE50580	GSM1223897	hg19	Ping XL, et al. Cell Res 2014	Ping XL, Sun BF, Wang L, Xiao W et al. Mammalian WTAP is a regulatory subunit of the RNA N6-methyladenosine methyltransferase. Cell Res 2014 Feb;24(2):177-89.	24407421	Mammalian WTAP is a regulatory subunit of the RNA N6-methyladenosine methyltransferase
SBDH176	Homo sapiens	PAR-CLIP	ELAVL1	HEK293	repeat 1, 4-thiouridine and RNase T1	GEO	GSE50989	GSM1234283	hg19	Friedersdorf MB, et al. Genome Biol 2014	Friedersdorf MB, Keene JD. Advancing the functional utility of PAR-CLIP by quantifying background binding to mRNAs and lncRNAs. Genome Biol 2014 Jan 7;15(1):R2	24393468	Advancing the functional utility of PAR-CLIP by quantifying background binding to mRNAs and lncRNAs
SBDH177	Homo sapiens	PAR-CLIP	ELAVL1	HEK293	repeat 2, 4-thiouridine and RNase T1	GEO	GSE50989	GSM1234284	hg19	Friedersdorf MB, et al. Genome Biol 2014	Friedersdorf MB, Keene JD. Advancing the functional utility of PAR-CLIP by quantifying background binding to mRNAs and lncRNAs. Genome Biol 2014 Jan 7;15(1):R2	24393468	Advancing the functional utility of PAR-CLIP by quantifying background binding to mRNAs and lncRNAs
